n,chrms,starts,ends
9104,9,87015000,87765000
9105,9,87015000,87875000
9106,9,87015000,88215000
9107,9,87017500,87397500
9108,9,87285000,87875000
9109,9,87312500,87392500
9110,9,87312500,87567500
9111,9,87315000,87755000
9112,9,88315000,88405000
9114,9,89045000,89935000
9115,9,89102500,89942500
9116,9,89235000,89945000
9117,9,89955000,90425000
9118,9,89957500,90277500
9119,9,90565000,91195000
9120,9,91205000,91895000
9121,9,91207500,91617500
9122,9,92005000,130895000
9123,9,92025000,92165000
9124,9,92115000,130895000
9125,9,92185000,130895000
9126,9,92212500,92862500
9127,9,92215000,92985000
9128,9,92227500,130897500
9129,9,92722500,130897500
9130,9,92905000,92985000
9131,9,92905000,93525000
9132,9,92905000,93625000
9133,9,92935000,130895000
9134,9,92985000,93535000
9135,9,92997500,93642500
9136,9,93075000,130895000
9137,9,93165000,130895000
9138,9,93245000,130895000
9139,9,93395000,130895000
9140,9,93495000,130895000
9141,9,93535000,130895000
9142,9,93625000,130895000
9143,9,93675000,94445000
9144,9,93677500,94187500
9145,9,93677500,94487500
9146,9,93797500,94187500
9147,9,94895000,95555000
9148,9,94897500,95202500
9149,9,94897500,95397500
9150,9,95477500,95552500
9151,9,95872500,96067500
9152,9,95922500,96067500
9155,9,96442500,96727500
9156,9,96832500,96972500
9157,9,97442500,97892500
9158,9,97547500,97682500
9159,9,97547500,97887500
9160,9,98082500,98267500
9161,9,98265000,98635000
9162,9,98997500,99082500
9163,9,99207500,99417500
9164,9,99615000,100375000
9165,9,99617500,100162500
8789,9,100172500,100377500
8790,9,100232500,100362500
8791,9,100472500,100662500
8792,9,100475000,101025000
8793,9,100685000,101015000
8794,9,100837500,101022500
8795,9,101077500,101532500
8796,9,101292500,101537500
8797,9,101612500,101757500
8798,9,101612500,101902500
8799,9,101762500,101897500
8800,9,101927500,103357500
8801,9,101945000,102985000
8802,9,101945000,103085000
8803,9,101947500,102572500
8804,9,101947500,102772500
8805,9,102575000,102975000
8806,9,102575000,103085000
8807,9,102792500,102977500
8808,9,102795000,103085000
8809,9,103367500,104072500
8810,9,103477500,104067500
8812,9,103885000,104065000
8813,9,104155000,104295000
8814,9,104222500,104292500
8815,9,107545000,108175000
8816,9,107547500,107922500
8817,9,107627500,107922500
8818,9,107627500,108177500
8819,9,107692500,107727500
8820,9,107922500,108177500
8821,9,108195000,108475000
8822,9,108372500,108477500
8823,9,110235000,111325000
8824,9,112002500,112162500
8825,9,112005000,112235000
8826,9,112335000,112975000
8827,9,112667500,112822500
8828,9,112667500,112917500
8829,9,112682500,112732500
8830,9,112732500,112907500
8831,9,112822500,112907500
8832,9,112942500,113387500
8833,9,113215000,113385000
8834,9,113402500,114062500
8835,9,113797500,114062500
8836,9,114522500,114837500
8837,9,114525000,115125000
8838,9,114655000,115095000
8839,9,114752500,114837500
8840,9,114855000,115125000
8841,9,114855000,115555000
8842,9,114872500,115127500
8843,9,115602500,115667500
8844,9,116037500,116172500
8845,9,116185000,116415000
8846,9,116212500,116347500
8847,9,116212500,116422500
8848,9,116287500,116337500
8849,9,116357500,116417500
8850,9,116847500,117052500
8851,9,116922500,117047500
8852,9,117175000,117415000
8853,9,117175000,117775000
8854,9,117175000,118285000
8855,9,117247500,117417500
8856,9,117435000,118285000
8857,9,117442500,117672500
8858,9,117442500,117777500
8859,9,117455000,117975000
8860,9,117502500,117777500
8861,9,117505000,118285000
8862,9,117775000,118285000
8863,9,118352500,119417500
8864,9,118365000,119335000
8865,9,118912500,119417500
8866,9,118922500,119332500
8867,9,119505000,120175000
8868,9,120545000,122055000
8869,9,121282500,122052500
8870,9,122325000,123115000
8871,9,123517500,123827500
8872,9,123975000,124135000
8873,9,124082500,124162500
8874,9,124307500,124752500
8875,9,124452500,124752500
8876,9,124885000,125215000
8877,9,124885000,125575000
8878,9,124887500,125112500
8879,9,125225000,125745000
8880,9,125225000,126115000
8881,9,125227500,125572500
8882,9,125592500,126102500
8883,9,125842500,126112500
8884,9,125992500,126107500
8885,9,126305000,126715000
8886,9,126307500,126797500
8887,9,126895000,127055000
8888,9,126982500,127017500
8889,9,127177500,127472500
8890,9,127182500,127297500
8893,9,127315000,127475000
8894,9,127375000,128135000
8895,9,127382500,127422500
8896,9,127382500,127472500
8897,9,127537500,127612500
8898,9,127537500,127907500
8899,9,127537500,128137500
8900,9,128017500,128132500
8901,9,128165000,129165000
8902,9,128167500,128992500
8903,9,128167500,129257500
8904,9,128172500,128392500
8905,9,128322500,128392500
8906,9,128472500,128507500
8907,9,129077500,129242500
8908,9,129262500,129322500
8909,9,129375000,129535000
8910,9,129472500,129542500
8911,9,129702500,129967500
8912,9,129982500,130162500
8913,9,130267500,130347500
8914,9,130267500,130682500
8915,9,130352500,130682500
8916,9,130545000,130685000
8917,9,130727500,130797500
8918,9,131627500,131692500
8919,9,131897500,132372500
8920,9,131897500,132547500
8921,9,132407500,132547500
8922,9,132497500,132547500
8923,9,132652500,132752500
8924,9,132655000,132805000
8925,9,132872500,133002500
8926,9,133327500,133552500
8927,9,133582500,133742500
8928,9,133582500,133817500
8929,9,133647500,133737500
8930,9,133647500,133817500
8931,9,133742500,133817500
8932,9,133742500,133872500
8933,9,133942500,134212500
8934,9,134052500,134212500
8935,9,134145000,134605000
8937,9,134222500,134622500
8938,9,134227500,134352500
8939,9,134385000,134625000
8940,9,134467500,134622500
8941,9,134507500,134602500
8942,9,134637500,135127500
8943,9,135167500,135212500
8944,9,135255000,136005000
8945,9,135287500,135452500
8946,9,135297500,135677500
8947,9,135382500,135677500
8948,9,135922500,136022500
8949,9,135982500,136022500
8950,9,136062500,136352500
8951,9,136082500,138437500
8952,9,136652500,136857500
8953,9,137592500,137872500
8954,9,137595000,138235000
8955,9,137595000,138305000
8956,9,137975000,138235000
8957,9,138757500,139012500
8958,9,138857500,139012500
8959,9,139142500,139242500
8960,9,139387500,139517500
8961,9,139682500,139927500
8962,9,139685000,140115000
8963,9,139842500,139927500
8964,9,140022500,140132500
8965,9,140182500,140302500
8966,9,140182500,140422500
8967,9,140572500,140652500
418,10,982500,1032500
179,10,2972500,3087500
191,10,3285000,4705000
216,10,4895000,5325000
217,10,4895000,5425000
218,10,4895000,5665000
228,10,4997500,5042500
232,10,5292500,5337500
239,10,5485000,5915000
240,10,5487500,5622500
241,10,5487500,5667500
246,10,6055000,6445000
249,10,6057500,6127500
257,10,6152500,6192500
258,10,6152500,6242500
259,10,6152500,6452500
262,10,6242500,6442500
273,10,6455000,7455000
274,10,6462500,6722500
278,10,6735000,7455000
285,10,6967500,7462500
296,10,7162500,7457500
322,10,7565000,8095000
328,10,7572500,7727500
329,10,7575000,9255000
330,10,7575000,9345000
340,10,7912500,9252500
341,10,7915000,9345000
391,10,9375000,10715000
392,10,9375000,11515000
45,10,11152500,11512500
46,10,11157500,11312500
50,10,11215000,11725000
52,10,11222500,11287500
62,10,11557500,11767500
63,10,11557500,11802500
71,10,11837500,12027500
88,10,12285000,12945000
89,10,12302500,12697500
90,10,12302500,12752500
119,10,13202500,13342500
122,10,13412500,13482500
128,10,13702500,13817500
129,10,13752500,13817500
130,10,13832500,14132500
131,10,14542500,14867500
132,10,14652500,14687500
133,10,14652500,14782500
134,10,14702500,14782500
135,10,15032500,15147500
136,10,15475000,15765000
137,10,16885000,17475000
138,10,16887500,17297500
139,10,17645000,18395000
140,10,17645000,18505000
141,10,21155000,21305000
142,10,21155000,21555000
143,10,21565000,22025000
144,10,21565000,22235000
145,10,21785000,22235000
146,10,21815000,22605000
147,10,22275000,22865000
148,10,22287500,22712500
149,10,22292500,22607500
150,10,22292500,23277500
151,10,22545000,23275000
152,10,22625000,22995000
153,10,22865000,23275000
154,10,23447500,23582500
155,10,23602500,23812500
156,10,23602500,23987500
157,10,24282500,24482500
158,10,24282500,24802500
159,10,24285000,24655000
160,10,24925000,25275000
161,10,24932500,25367500
162,10,26622500,26842500
163,10,26622500,27152500
164,10,26625000,26985000
165,10,26897500,27172500
166,10,27022500,27152500
167,10,27182500,27642500
168,10,27532500,27647500
169,10,27535000,27795000
170,10,27535000,28825000
171,10,27567500,28257500
172,10,27657500,27942500
173,10,27737500,27942500
174,10,27847500,27942500
175,10,28537500,28672500
176,10,28915000,29595000
177,10,28952500,29282500
178,10,28952500,29597500
180,10,29802500,30962500
181,10,30287500,30527500
182,10,30682500,30877500
183,10,30707500,30822500
184,10,30977500,31012500
185,10,31012500,32097500
186,10,31075000,32095000
187,10,31615000,32065000
188,10,32152500,32292500
189,10,32342500,32647500
190,10,32547500,32632500
192,10,33082500,33297500
193,10,33085000,33445000
194,10,33617500,34927500
195,10,35405000,35855000
196,10,35405000,37165000
197,10,35412500,35507500
198,10,35415000,35625000
199,10,35527500,35852500
200,10,35927500,37172500
201,10,36682500,37877500
202,10,38145000,38385000
203,10,38275000,38655000
204,10,38317500,43112500
205,10,38377500,43057500
206,10,43635000,43955000
207,10,43705000,43955000
208,10,43787500,43957500
209,10,43852500,43952500
210,10,43892500,43947500
211,10,44167500,44887500
212,10,44167500,45362500
213,10,44182500,44542500
214,10,45427500,45467500
215,10,47027500,47062500
219,10,49422500,49497500
220,10,49572500,49862500
221,10,49577500,49712500
222,10,49757500,49862500
223,10,49822500,49857500
224,10,49865000,50725000
225,10,49867500,49907500
226,10,49867500,50012500
227,10,49875000,50385000
229,10,50182500,50722500
230,10,50622500,50722500
231,10,52192500,52267500
233,10,53145000,53725000
234,10,53165000,53965000
235,10,54075000,54245000
236,10,54405000,54545000
237,10,54407500,54482500
238,10,54502500,54542500
242,10,56855000,57025000
243,10,59102500,59417500
244,10,59947500,60047500
245,10,60102500,60137500
247,10,60542500,61382500
248,10,60545000,61795000
250,10,60712500,61002500
251,10,60715000,60935000
252,10,60715000,61385000
253,10,60757500,60807500
254,10,61385000,61965000
255,10,61387500,61567500
256,10,61387500,61792500
260,10,61855000,62195000
261,10,61997500,62192500
263,10,62575000,62725000
264,10,62575000,63485000
265,10,62897500,63047500
266,10,63657500,63807500
267,10,63657500,64002500
268,10,63662500,63702500
269,10,63807500,64002500
270,10,64352500,64917500
271,10,64355000,64845000
272,10,64372500,64572500
275,10,64922500,65482500
276,10,64967500,65392500
277,10,65795000,67945000
279,10,69285000,69535000
280,10,69457500,69537500
281,10,69545000,69915000
282,10,69612500,69917500
283,10,69612500,70062500
284,10,69647500,70092500
286,10,69977500,70057500
287,10,70752500,70982500
288,10,70755000,71155000
289,10,70762500,70852500
290,10,70992500,71147500
291,10,70997500,71267500
292,10,71005000,71395000
293,10,71172500,71267500
294,10,71175000,71395000
295,10,71277500,71397500
297,10,71987500,72122500
298,10,72032500,72122500
299,10,72222500,72297500
300,10,72222500,72522500
301,10,72225000,72645000
302,10,72307500,72522500
303,10,72312500,72642500
304,10,72572500,72642500
305,10,72682500,72972500
306,10,73072500,73332500
307,10,73075000,73655000
308,10,73077500,73462500
309,10,73077500,73572500
310,10,73082500,73117500
311,10,73142500,73332500
312,10,73145000,73465000
313,10,73655000,74095000
314,10,73717500,73807500
315,10,73812500,74097500
316,10,73892500,74097500
317,10,73987500,74097500
318,10,74122500,74592500
319,10,74125000,74825000
320,10,75017500,75402500
321,10,75292500,75402500
323,10,75607500,75642500
324,10,75607500,75697500
325,10,75642500,75842500
326,10,75645000,75995000
327,10,75652500,75697500
331,10,76025000,76995000
332,10,76027500,76782500
333,10,76027500,76862500
334,10,76872500,76992500
335,10,77155000,77795000
336,10,78315000,78745000
337,10,78927500,79472500
338,10,78932500,79402500
339,10,79012500,79402500
342,10,79477500,79597500
343,10,79802500,80952500
344,10,81005000,82235000
345,10,81137500,81227500
346,10,81325000,81695000
347,10,81902500,81977500
348,10,81927500,81972500
349,10,82207500,82262500
350,10,82215000,82685000
351,10,82455000,82685000
352,10,82457500,82937500
353,10,84565000,85635000
354,10,84575000,84725000
355,10,85905000,85965000
356,10,85905000,86085000
357,10,85922500,85957500
358,10,86027500,86302500
359,10,86132500,86302500
360,10,86305000,86475000
361,10,86687500,88132500
362,10,87315000,88135000
363,10,87545000,88135000
364,10,88025000,88345000
365,10,88157500,88347500
366,10,88462500,88652500
367,10,89622500,89827500
368,10,89622500,89872500
369,10,89622500,90147500
370,10,89622500,90312500
371,10,90035000,90145000
372,10,90332500,90572500
373,10,90595000,90975000
374,10,90597500,90692500
375,10,90697500,90972500
376,10,90792500,90972500
377,10,90795000,91325000
378,10,91022500,91132500
379,10,91022500,91332500
380,10,91187500,91322500
381,10,91552500,92627500
382,10,91555000,91905000
383,10,91555000,92355000
384,10,92507500,92617500
385,10,92672500,92762500
386,10,92672500,93007500
387,10,92767500,93002500
388,10,93057500,93402500
389,10,93147500,93677500
390,10,93525000,93665000
393,10,93847500,94052500
394,10,93847500,94192500
395,10,94282500,94332500
396,10,94645000,95115000
397,10,94837500,95052500
398,10,94842500,95107500
399,10,95137500,95242500
400,10,95312500,95437500
401,10,95575000,96075000
402,10,95675000,96075000
403,10,96032500,96207500
404,10,96122500,96157500
405,10,96395000,97125000
406,10,96892500,97122500
407,10,96942500,97122500
408,10,97007500,97122500
409,10,97132500,97362500
410,10,97187500,97362500
411,10,97452500,97602500
412,10,97517500,97592500
413,10,97552500,97592500
414,10,97595000,98035000
415,10,97785000,98075000
416,10,97852500,97887500
417,10,97987500,98057500
419,10,98157500,98272500
420,10,98162500,99457500
421,10,98407500,98587500
422,10,98527500,98587500
423,10,98527500,98782500
424,10,98832500,98967500
425,10,99217500,99307500
426,10,99457500,99492500
427,10,99552500,99627500
428,10,99677500,99802500
0,10,100227500,100422500
1,10,100227500,101007500
2,10,101192500,101372500
3,10,101195000,101475000
4,10,101602500,101807500
5,10,102102500,102192500
6,10,102105000,102275000
7,10,102432500,102502500
8,10,102432500,102632500
9,10,102812500,102902500
10,10,102857500,102902500
11,10,102972500,103202500
12,10,102972500,103332500
13,10,102972500,103542500
14,10,103055000,103205000
15,10,103362500,103542500
16,10,103365000,103835000
17,10,103602500,103772500
18,10,103602500,103832500
19,10,103642500,103767500
20,10,103932500,104112500
21,10,103987500,104112500
22,10,103987500,104162500
23,10,103987500,104237500
24,10,104267500,104347500
25,10,104487500,104662500
26,10,104592500,104827500
27,10,104597500,105002500
28,10,104677500,104827500
29,10,104677500,105002500
30,10,104842500,105002500
31,10,105177500,105237500
32,10,105362500,105447500
33,10,105472500,105622500
34,10,105475000,105965000
35,10,105652500,105967500
36,10,105727500,105882500
37,10,106055000,106105000
38,10,106072500,106107500
39,10,106175000,106375000
40,10,107555000,107945000
41,10,107715000,107945000
42,10,108475000,108745000
43,10,108557500,108742500
44,10,109172500,109572500
47,10,111897500,111982500
48,10,111897500,112042500
49,10,112065000,112435000
51,10,112112500,112262500
53,10,112345000,112645000
54,10,112365000,112665000
55,10,112367500,112432500
56,10,112507500,112637500
57,10,113515000,113895000
58,10,113897500,114072500
59,10,114235000,115145000
60,10,114485000,115145000
61,10,115462500,115862500
64,10,115557500,115862500
65,10,116065000,116885000
66,10,116232500,116457500
67,10,116235000,116885000
68,10,116237500,116307500
69,10,116305000,116885000
70,10,116637500,116882500
72,10,118442500,118932500
73,10,118445000,118545000
74,10,118552500,118932500
75,10,118982500,119072500
76,10,119252500,120002500
77,10,119415000,121465000
78,10,120327500,120477500
79,10,120327500,120562500
80,10,120957500,121177500
81,10,121447500,121617500
82,10,121465000,125155000
83,10,121507500,121617500
84,10,122182500,122497500
85,10,122702500,123492500
86,10,122705000,123375000
87,10,122707500,123647500
91,10,124057500,124192500
92,10,124102500,124192500
93,10,124802500,124892500
94,10,124807500,125312500
95,10,124885000,125725000
96,10,124892500,125312500
97,10,124912500,125152500
98,10,125152500,125312500
99,10,125155000,125975000
100,10,125162500,125607500
101,10,125335000,126075000
102,10,125342500,125727500
103,10,125605000,125975000
104,10,125752500,126077500
105,10,126217500,126517500
106,10,126227500,126422500
107,10,126735000,127035000
108,10,127665000,128185000
109,10,127667500,129652500
110,10,129512500,129652500
111,10,129515000,129805000
112,10,129515000,129865000
113,10,129832500,129867500
114,10,129877500,129947500
115,10,130065000,130665000
116,10,131265000,131905000
117,10,131985000,133615000
118,10,131985000,133835000
120,10,134037500,134162500
121,10,134037500,134267500
123,10,134145000,135075000
124,10,134272500,134447500
125,10,134345000,135065000
126,10,134385000,135205000
127,10,135142500,135332500
770,11,312500,352500
837,11,452500,502500
1048,11,662500,727500
687,11,1617500,71272500
699,11,1717500,1842500
700,11,1717500,2022500
701,11,1717500,2172500
716,11,1857500,2022500
717,11,1857500,2172500
720,11,1875000,2405000
725,11,1917500,1962500
731,11,1977500,2022500
740,11,2057500,2172500
745,11,2217500,2442500
749,11,2317500,2442500
752,11,2452500,2547500
753,11,2452500,2902500
754,11,2552500,2917500
769,11,3062500,3112500
795,11,3495000,3595000
811,11,3867500,4087500
819,11,4202500,4512500
820,11,4205000,5025000
821,11,4207500,4562500
846,11,4645000,5405000
848,11,4657500,5027500
871,11,5145000,5405000
879,11,5227500,5392500
898,11,5497500,5832500
909,11,5622500,5827500
974,11,6045000,6375000
1026,11,6402500,6462500
1027,11,6405000,6705000
1040,11,6555000,6705000
1051,11,6627500,6702500
1052,11,6635000,7545000
1098,11,7115000,7465000
1099,11,7115000,8005000
1100,11,7117500,7717500
1134,11,7375000,7715000
1190,11,7912500,8007500
1191,11,7915000,8125000
1200,11,8027500,8122500
1218,11,8242500,8587500
1235,11,8357500,8587500
1261,11,8707500,8982500
1270,11,9037500,9157500
1305,11,9632500,9772500
1310,11,9777500,9992500
1311,11,9785000,10345000
1316,11,9882500,10097500
1317,11,9882500,9997500
1318,11,9885000,10345000
472,11,10225000,10755000
476,11,10232500,10342500
484,11,10427500,10672500
485,11,10427500,10757500
496,11,10812500,11047500
497,11,10815000,11805000
499,11,10832500,10877500
503,11,10952500,11047500
505,11,10957500,11807500
519,11,11047500,11807500
566,11,11807500,12067500
581,11,12072500,12257500
582,11,12072500,12302500
598,11,12347500,12912500
603,11,12435000,12915000
612,11,12622500,12912500
642,11,12982500,13367500
657,11,13235000,13365000
660,11,13272500,13367500
670,11,13792500,14267500
672,11,13982500,14277500
673,11,14322500,14472500
677,11,14545000,14785000
678,11,14545000,14915000
680,11,15122500,15222500
689,11,16805000,17085000
690,11,16815000,17525000
691,11,16842500,17087500
693,11,16967500,17082500
702,11,17252500,17522500
705,11,17402500,17547500
706,11,17405000,17525000
707,11,17617500,18002500
708,11,17752500,18002500
709,11,17782500,18002500
711,11,18015000,18125000
715,11,18135000,18755000
718,11,18562500,18752500
723,11,19092500,19577500
724,11,19095000,19925000
726,11,19287500,19572500
727,11,19335000,19575000
728,11,19335000,19925000
729,11,19587500,19757500
730,11,19587500,19927500
733,11,19965000,20375000
734,11,20147500,20377500
735,11,20155000,20635000
737,11,20407500,20632500
741,11,20665000,22155000
742,11,20667500,21532500
746,11,22187500,22327500
747,11,22352500,22812500
748,11,22697500,22807500
755,11,26002500,26157500
756,11,26002500,26247500
757,11,26315000,26575000
758,11,26317500,26672500
759,11,26317500,27182500
760,11,26775000,27185000
761,11,27207500,27317500
762,11,27207500,27512500
763,11,27722500,28552500
764,11,27722500,29352500
765,11,27725000,28715000
766,11,27725000,29185000
767,11,30225000,30335000
768,11,30367500,30942500
771,11,31125000,32195000
772,11,31417500,31892500
773,11,31417500,31977500
774,11,31515000,31975000
775,11,31665000,31975000
776,11,32072500,32192500
777,11,32342500,32812500
778,11,32605000,33185000
779,11,32975000,33355000
780,11,32982500,33087500
781,11,33187500,33352500
782,11,33385000,33855000
783,11,33387500,33567500
784,11,33387500,33707500
785,11,33387500,33762500
786,11,33855000,34385000
787,11,33882500,33992500
788,11,33885000,34385000
789,11,34017500,34382500
790,11,34197500,34382500
791,11,34267500,34377500
792,11,34385000,34515000
793,11,34607500,34912500
794,11,34607500,35432500
796,11,34947500,35412500
797,11,34957500,34997500
798,11,35017500,35257500
799,11,35035000,35165000
800,11,35635000,35845000
801,11,35635000,36495000
802,11,35637500,36157500
803,11,35637500,36292500
804,11,35845000,36285000
805,11,36317500,36512500
806,11,36582500,36767500
807,11,36585000,36695000
808,11,36727500,36767500
809,11,37025000,38815000
810,11,37967500,38812500
815,11,40327500,41222500
816,11,41482500,42547500
817,11,41487500,43302500
823,11,42797500,43302500
824,11,43595000,43875000
825,11,43912500,44057500
826,11,44112500,44562500
827,11,44305000,44925000
829,11,44307500,44562500
830,11,44575000,44795000
831,11,44587500,44622500
832,11,44587500,44932500
833,11,44655000,44935000
835,11,44957500,45127500
836,11,44967500,45357500
839,11,45127500,45352500
840,11,45362500,45792500
841,11,45395000,45795000
845,11,46262500,46332500
847,11,46407500,46562500
853,11,46795000,47765000
854,11,46907500,47182500
856,11,47202500,47282500
857,11,47392500,47427500
858,11,47877500,48132500
859,11,47957500,48132500
860,11,48385000,50015000
861,11,48985000,49845000
862,11,49242500,89357500
863,11,49477500,88977500
901,11,55362500,55432500
902,11,55707500,56547500
911,11,56395000,56545000
915,11,56607500,57017500
917,11,56882500,57007500
919,11,57112500,57222500
920,11,57117500,57292500
921,11,57117500,57407500
924,11,57335000,57565000
926,11,57337500,57412500
927,11,57432500,57562500
928,11,57435000,58295000
929,11,57515000,57565000
931,11,57965000,78365000
932,11,58325000,58555000
933,11,58345000,58915000
937,11,58555000,58925000
938,11,58722500,58902500
941,11,58822500,58912500
942,11,58872500,58907500
943,11,58937500,59052500
944,11,58937500,59197500
946,11,59052500,59197500
949,11,59307500,59577500
950,11,59325000,59435000
951,11,59527500,59567500
952,11,59592500,60022500
958,11,60027500,60117500
959,11,60032500,60257500
960,11,60032500,60402500
964,11,60132500,60252500
965,11,60132500,60387500
966,11,60135000,60225000
967,11,60135000,60525000
969,11,60225000,60835000
970,11,60255000,60375000
976,11,60545000,60665000
977,11,60597500,60892500
978,11,60607500,60667500
989,11,61107500,61152500
993,11,61245000,61405000
995,11,61562500,61877500
996,11,61565000,61715000
998,11,61667500,61852500
999,11,61667500,61877500
1001,11,61987500,62077500
1004,11,62107500,62142500
1005,11,62195000,62325000
1006,11,62195000,62465000
1007,11,62497500,62607500
1009,11,62677500,62792500
1010,11,62677500,62977500
1015,11,63245000,63505000
1016,11,63247500,63402500
1019,11,63602500,63712500
1020,11,63602500,63917500
1021,11,63767500,63917500
1022,11,63972500,64067500
1029,11,64322500,64422500
1030,11,64617500,64662500
1032,11,65142500,65277500
1033,11,65182500,65277500
1035,11,65237500,65272500
1038,11,65482500,65587500
1039,11,65482500,65757500
1041,11,65542500,65587500
1043,11,65652500,65757500
1049,11,66172500,66447500
1050,11,66175000,66605000
1053,11,66335000,66605000
1054,11,66347500,66447500
1055,11,66462500,66602500
1057,11,66847500,66932500
1061,11,67032500,67082500
1062,11,67032500,67152500
1065,11,67117500,67152500
1070,11,67405000,67565000
1073,11,67777500,67977500
1074,11,68022500,68067500
1075,11,68022500,68147500
1083,11,68855000,69455000
1085,11,69505000,70035000
1090,11,70052500,70117500
1091,11,70317500,70602500
1093,11,70657500,71127500
1095,11,70825000,71135000
1102,11,71735000,72145000
1105,11,72007500,72132500
1106,11,72192500,72287500
1107,11,72297500,72357500
1111,11,72437500,72887500
1112,11,72545000,72885000
1114,11,72637500,72887500
1123,11,72897500,72947500
1124,11,72897500,72997500
1125,11,72897500,73052500
1127,11,73002500,73047500
1128,11,73062500,73372500
1133,11,73675000,73965000
1139,11,74102500,74162500
1140,11,74167500,74282500
1145,11,74635000,74945000
1146,11,74645000,74915000
1147,11,74732500,74917500
1148,11,74732500,74957500
1151,11,74852500,74912500
1152,11,74852500,74957500
1153,11,74987500,75097500
1156,11,75042500,75097500
1157,11,75107500,75242500
1160,11,75152500,75242500
1163,11,75512500,75862500
1164,11,75522500,75577500
1166,11,75612500,75862500
1167,11,75612500,76027500
1168,11,75912500,76027500
1169,11,76307500,76392500
1170,11,76522500,76627500
1172,11,76755000,76805000
1175,11,76912500,77257500
1177,11,77487500,77712500
1178,11,77932500,78277500
1181,11,78132500,78272500
1184,11,78357500,78427500
1192,11,79117500,79192500
1194,11,79415000,79855000
1208,11,81355000,82415000
1209,11,81357500,81937500
1221,11,82612500,82962500
1222,11,82615000,82785000
1223,11,82685000,82775000
1228,11,83002500,83527500
1233,11,83545000,83975000
1234,11,83545000,84275000
1243,11,84275000,85295000
1244,11,84495000,85295000
1248,11,85565000,86525000
1249,11,85757500,85927500
1250,11,85757500,86002500
1253,11,86167500,86317500
1254,11,86167500,86527500
1259,11,86647500,87002500
1260,11,86657500,87132500
1262,11,87062500,87132500
1263,11,87062500,88287500
1264,11,87435000,88285000
1265,11,87837500,88277500
1266,11,87965000,88275000
1279,11,92672500,92962500
1280,11,92675000,93385000
1283,11,92967500,93387500
1284,11,92972500,93277500
1285,11,93472500,93517500
1286,11,93655000,94235000
1287,11,93907500,94232500
1288,11,94057500,94237500
1289,11,94252500,94337500
1290,11,94255000,94495000
1291,11,94357500,94632500
1292,11,94802500,94872500
1293,11,94805000,95495000
1294,11,94825000,94965000
1295,11,94887500,95497500
1296,11,94892500,95437500
1297,11,94892500,96157500
1298,11,95575000,96125000
1299,11,95747500,96122500
1300,11,95987500,96072500
1303,11,96192500,97007500
1304,11,96197500,98887500
459,11,100447500,100727500
460,11,100447500,100802500
461,11,100555000,100725000
462,11,100555000,100795000
466,11,101735000,101875000
469,11,102157500,102212500
470,11,102162500,102367500
471,11,102162500,102482500
473,11,102212500,102367500
474,11,102212500,102482500
475,11,102262500,102367500
477,11,102367500,102482500
478,11,102605000,102815000
480,11,103197500,103472500
481,11,103555000,104035000
482,11,103555000,104205000
483,11,103795000,104015000
486,11,104485000,104875000
487,11,105955000,106915000
489,11,107447500,107557500
492,11,107612500,107767500
493,11,107885000,108535000
494,11,107992500,108522500
495,11,108095000,108535000
498,11,108292500,108517500
500,11,108572500,109567500
501,11,108655000,109565000
506,11,109732500,110247500
507,11,109737500,109807500
508,11,109815000,110305000
509,11,109822500,109897500
510,11,109822500,109952500
511,11,109825000,111245000
512,11,109827500,110242500
513,11,109902500,109947500
514,11,110072500,110247500
515,11,110072500,111102500
516,11,110077500,110307500
517,11,110315000,111105000
518,11,110315000,111295000
521,11,111157500,111292500
522,11,111235000,111285000
523,11,111237500,111287500
524,11,111472500,111647500
525,11,111472500,111712500
527,11,111752500,111957500
528,11,111805000,111855000
529,11,111805000,112145000
530,11,111985000,112155000
531,11,112092500,112152500
532,11,112095000,112455000
533,11,112095000,113155000
534,11,112157500,113157500
535,11,112457500,112662500
536,11,112457500,113157500
537,11,113182500,113402500
538,11,113182500,113652500
540,11,113675000,114135000
541,11,113767500,114132500
542,11,113862500,114132500
544,11,114215000,114465000
545,11,114432500,131232500
546,11,115202500,116147500
547,11,115205000,115785000
548,11,115205000,116095000
549,11,115797500,115947500
550,11,115802500,115867500
551,11,116322500,116562500
552,11,116662500,116977500
553,11,116747500,116972500
554,11,116797500,116967500
555,11,117002500,117082500
556,11,117052500,117087500
557,11,117295000,117675000
558,11,117297500,117492500
559,11,117305000,117925000
563,11,117692500,117817500
564,11,117692500,117917500
565,11,117817500,117922500
567,11,118067500,118162500
568,11,118067500,118222500
569,11,118782500,118827500
570,11,119227500,119347500
571,11,119352500,119402500
572,11,119352500,119977500
573,11,119545000,119975000
574,11,120042500,120097500
575,11,120042500,120177500
576,11,120107500,120167500
578,11,120382500,120557500
579,11,120382500,120822500
583,11,121107500,121462500
584,11,121187500,121462500
585,11,121522500,122077500
586,11,121522500,122377500
587,11,122087500,122377500
588,11,122502500,122647500
589,11,122505000,122625000
590,11,122667500,122722500
591,11,122667500,122892500
592,11,122737500,122892500
593,11,122982500,123117500
594,11,122985000,123345000
595,11,123172500,123277500
596,11,123172500,123347500
597,11,123277500,123347500
599,11,123515000,123575000
600,11,123942500,124067500
601,11,123945000,124455000
602,11,124287500,124457500
604,11,124515000,124705000
