n,chrms,starts,ends
6689,5,113017500,113782500
6690,5,113435000,113785000
6691,5,113697500,113782500
6692,5,114432500,114582500
6693,5,114642500,115402500
6694,5,114645000,115175000
6695,5,114647500,114927500
6696,5,114962500,115407500
6697,5,114972500,115172500
6698,5,115475000,116285000
6699,5,115912500,116097500
6700,5,115912500,116282500
6702,5,118315000,119085000
6703,5,118355000,118745000
6704,5,118655000,118745000
6705,5,118805000,119795000
6706,5,118807500,119082500
6707,5,121527500,121752500
6708,5,121852500,122337500
6709,5,122735000,122945000
6710,5,123987500,124237500
6711,5,124082500,124247500
6712,5,124085000,124345000
6713,5,124085000,124745000
6714,5,125687500,125872500
6715,5,125992500,126647500
6716,5,126012500,126117500
6717,5,126902500,127537500
6718,5,126905000,127415000
6719,5,126905000,127835000
6720,5,127092500,127537500
6721,5,127207500,127537500
6722,5,127537500,127832500
6723,5,127545000,128005000
6724,5,127545000,128175000
6725,5,128242500,128462500
6726,5,128245000,129105000
6727,5,129002500,129107500
6728,5,129105000,129185000
6729,5,129445000,130445000
6730,5,130202500,130447500
6731,5,130205000,130755000
6732,5,130502500,130607500
6733,5,130502500,130717500
6734,5,130547500,130717500
6735,5,130765000,131345000
6736,5,130927500,131347500
6738,5,131147500,131342500
6739,5,131402500,131707500
6740,5,131405000,131835000
6741,5,131715000,131835000
6742,5,131722500,132152500
6743,5,131757500,131807500
6744,5,132447500,132622500
6745,5,132755000,133285000
6746,5,133377500,133432500
6747,5,133377500,133477500
6748,5,133377500,133627500
6749,5,133522500,133627500
6750,5,133642500,133912500
6751,5,133747500,133912500
6752,5,134077500,134237500
6753,5,134182500,134237500
6754,5,134802500,134887500
6755,5,134805000,135155000
6756,5,134892500,135167500
6757,5,135222500,135412500
6758,5,135222500,135547500
6759,5,135582500,135752500
6760,5,135585000,136105000
6761,5,135705000,136105000
6762,5,136667500,136827500
6763,5,136962500,137077500
6764,5,136985000,137475000
6765,5,136992500,137082500
6766,5,137417500,137462500
6767,5,137517500,137747500
6768,5,137985000,138595000
6769,5,138757500,138897500
6770,5,139012500,139142500
6771,5,139167500,139222500
6772,5,139167500,139347500
6773,5,139167500,139537500
6774,5,139462500,139532500
6775,5,139622500,139737500
6776,5,139742500,140092500
6777,5,139747500,140012500
6780,5,139947500,140012500
6781,5,140557500,140592500
6782,5,140795000,140905000
6783,5,140797500,140942500
6784,5,140857500,140907500
6785,5,140972500,141012500
6786,5,141055000,141515000
6789,5,141072500,141337500
6790,5,141077500,141262500
6791,5,141372500,141522500
6792,5,141527500,141927500
6793,5,141535000,142075000
6795,5,141987500,142077500
6796,5,142097500,142252500
6797,5,142127500,142257500
6798,5,142297500,143347500
6799,5,142302500,142382500
6800,5,142302500,143202500
6801,5,142305000,143565000
6802,5,142385000,142975000
6803,5,142387500,142782500
6804,5,142387500,143207500
6805,5,142402500,142587500
6806,5,142437500,142587500
6807,5,142782500,143202500
6808,5,142975000,143205000
6809,5,143575000,144615000
6810,5,143582500,145207500
6811,5,145062500,145807500
6812,5,145075000,145205000
6813,5,145675000,145805000
6814,5,145922500,146347500
6815,5,145925000,146575000
6816,5,146037500,146347500
6817,5,146837500,146947500
6818,5,147007500,147202500
6820,5,147562500,148107500
6821,5,147565000,147755000
6822,5,147825000,148415000
6823,5,147827500,148107500
6824,5,148115000,148495000
6825,5,148117500,148332500
6826,5,148117500,148417500
6827,5,148695000,148945000
6828,5,148767500,148812500
6829,5,148767500,148942500
6833,5,149017500,149207500
6834,5,149017500,149367500
6835,5,149217500,149367500
6836,5,149507500,149592500
6837,5,149542500,149592500
6838,5,149655000,149815000
6839,5,149837500,149922500
6840,5,149837500,150227500
6841,5,149845000,150035000
6842,5,149942500,150032500
6843,5,149942500,150227500
6844,5,150185000,150545000
6845,5,150432500,150497500
6846,5,150432500,150542500
6847,5,150502500,150542500
6848,5,150827500,150882500
6849,5,150827500,151032500
6850,5,150827500,151117500
6851,5,150907500,151032500
6852,5,151042500,151122500
6853,5,151205000,151885000
6854,5,151207500,151522500
6855,5,151912500,153347500
6856,5,151935000,152525000
6857,5,153362500,153552500
6858,5,153445000,153985000
6859,5,153447500,153567500
6860,5,153452500,153782500
6861,5,153465000,154015000
6862,5,153567500,153782500
6863,5,153847500,153987500
6864,5,154027500,154192500
6865,5,154137500,154242500
6866,5,154995000,156555000
6867,5,155375000,156245000
6868,5,155375000,156365000
6869,5,155375000,156565000
6870,5,156095000,156555000
6871,5,156365000,156555000
6872,5,156577500,156677500
6873,5,156577500,156737500
6874,5,156682500,156737500
6875,5,156857500,156902500
6876,5,156857500,157147500
6877,5,157095000,157165000
6878,5,157247500,157347500
6879,5,157285000,157345000
6880,5,157502500,158562500
6881,5,157505000,158535000
6882,5,157597500,158117500
6883,5,157602500,158532500
6884,5,158122500,158532500
6885,5,158322500,158532500
6886,5,158385000,158525000
6887,5,158582500,158742500
6888,5,158585000,159415000
6889,5,158597500,158687500
6890,5,158867500,159412500
6891,5,158885000,159885000
6892,5,159447500,159772500
6893,5,159507500,159772500
6894,5,159627500,159772500
6895,5,159855000,162885000
6896,5,159865000,160385000
6897,5,159867500,159902500
6899,5,161635000,162775000
6900,5,162985000,164635000
6901,5,162995000,163905000
6902,5,163125000,163935000
6903,5,163435000,164635000
6904,5,167005000,167645000
6905,5,167152500,167647500
6906,5,167552500,167647500
6907,5,167695000,168735000
6909,5,168107500,168732500
6910,5,168412500,169007500
6911,5,169122500,169412500
6912,5,169125000,169615000
6913,5,169527500,169612500
6914,5,169652500,169847500
6915,5,169652500,170052500
6916,5,169692500,169767500
6917,5,170165000,170765000
6918,5,170172500,170217500
6919,5,170635000,170765000
6920,5,170842500,171332500
6921,5,170845000,171475000
6922,5,170915000,171335000
6923,5,170915000,171465000
6924,5,171337500,171467500
6925,5,171347500,171427500
6926,5,171527500,171717500
6927,5,171537500,171612500
6928,5,171905000,172355000
6929,5,171907500,172122500
6930,5,172137500,172357500
6934,5,172405000,172715000
6935,5,172407500,172632500
6936,5,172412500,172572500
6937,5,172722500,172757500
6938,5,172722500,173007500
6941,5,173047500,173397500
6942,5,173047500,173742500
6943,5,173472500,173737500
6944,5,173847500,174227500
6945,5,173847500,174362500
6946,5,174377500,174872500
6947,5,174965000,175125000
6948,5,175155000,175375000
6949,5,175345000,177585000
6950,5,176077500,176387500
6951,5,176087500,176542500
6952,5,176542500,176727500
6953,5,176742500,176877500
6954,5,176822500,176927500
6955,5,176825000,176875000
6956,5,177375000,178945000
6957,5,177502500,177572500
6958,5,177545000,179245000
6959,5,177707500,178922500
6960,5,177712500,177977500
6961,5,178152500,178292500
6962,5,179057500,179097500
6963,5,179227500,179332500
6964,5,179227500,179517500
6965,5,179245000,180255000
6966,5,179552500,179752500
6967,5,180227500,180292500
6968,5,180232500,180587500
7504,6,227500,397500
7711,6,595000,795000
7712,6,597500,1397500
7751,6,797500,1382500
7453,6,1592500,2352500
7454,6,1592500,2632500
7455,6,1595000,2755000
7461,6,1602500,2107500
7462,6,1602500,2192500
7503,6,2207500,2352500
7536,6,2787500,2932500
7539,6,2845000,3065000
7540,6,2857500,2897500
7548,6,2995000,3255000
7549,6,3002500,3052500
7564,6,3122500,3252500
7566,6,3127500,3732500
7578,6,3275000,4005000
7579,6,3282500,3732500
7609,6,3747500,3992500
7610,6,3747500,4157500
7622,6,4025000,4775000
7674,6,5142500,5302500
7675,6,5142500,5402500
7700,6,5475000,6545000
7713,6,6057500,6547500
7720,6,6677500,7242500
7730,6,7277500,7612500
7746,6,7722500,7987500
7747,6,7722500,8062500
7748,6,7722500,8222500
7750,6,7917500,7962500
7754,6,8132500,8222500
7779,6,8982500,10432500
7789,6,9245000,10435000
7791,6,9545000,10435000
7207,6,10025000,10435000
7212,6,10252500,10437500
7213,6,10477500,10802500
7215,6,10512500,10802500
7243,6,10957500,11067500
7244,6,10957500,11497500
7245,6,10957500,11577500
7260,6,11142500,11497500
7261,6,11142500,11577500
7272,6,11585000,12895000
7273,6,11587500,12602500
7275,6,11652500,12607500
7276,6,11712500,11832500
7283,6,11832500,12007500
7291,6,12015000,12605000
7294,6,12155000,12605000
7297,6,12292500,12602500
7314,6,12907500,13332500
7332,6,13382500,13427500
7352,6,13795000,14065000
7370,6,13907500,14062500
7371,6,13912500,14142500
7381,6,14215000,14705000
7382,6,14215000,15245000
7383,6,14215000,15385000
7384,6,14215000,15495000
7424,6,15252500,15387500
7438,6,15692500,16182500
7452,6,15902500,16127500
7471,6,16332500,16512500
7472,6,16332500,16772500
7473,6,16335000,16965000
7475,6,16415000,16765000
7476,6,16422500,16472500
7477,6,16422500,16597500
7478,6,16512500,16762500
7479,6,16515000,16965000
7490,6,17157500,17582500
7491,6,17157500,17822500
7492,6,17592500,17807500
7493,6,17702500,18152500
7494,6,18327500,18502500
7495,6,19005000,20055000
7496,6,20092500,20532500
7497,6,20292500,20527500
7498,6,20397500,20527500
7499,6,20562500,21587500
7500,6,20565000,24205000
7501,6,20875000,21585000
7502,6,21595000,21935000
7505,6,24065000,24205000
7506,6,24065000,24275000
7507,6,24282500,24522500
7508,6,24287500,24697500
7509,6,24522500,24692500
7510,6,24582500,24692500
7511,6,24587500,24762500
7512,6,24857500,24992500
7513,6,24857500,25017500
7514,6,25272500,25492500
7515,6,25782500,26002500
7516,6,26032500,27112500
7517,6,26032500,27777500
7518,6,26035000,27865000
7519,6,26057500,26092500
7520,6,26122500,26157500
7521,6,26122500,26197500
7522,6,26175000,26575000
7523,6,26195000,27105000
7524,6,26195000,27785000
7525,6,26275000,27105000
7526,6,26315000,27655000
7527,6,26335000,26555000
7528,6,26612500,27052500
7529,6,27122500,27862500
7530,6,27125000,27775000
7531,6,27145000,27445000
7532,6,27485000,27865000
7533,6,27647500,27862500
7534,6,27777500,27862500
7535,6,27805000,27855000
7537,6,27865000,28325000
7538,6,28102500,28322500
7541,6,28652500,28982500
7542,6,28655000,29565000
7543,6,28807500,28982500
7544,6,28912500,28947500
7545,6,29815000,30135000
7546,6,29817500,29977500
7547,6,29882500,29972500
7550,6,30067500,30102500
7551,6,30207500,30362500
7552,6,30322500,30367500
7553,6,30455000,30515000
7554,6,30457500,30697500
7555,6,30587500,30692500
7556,6,30645000,31055000
7557,6,30647500,30692500
7558,6,30797500,30847500
7559,6,30805000,31045000
7560,6,30882500,31047500
7561,6,31107500,31162500
7562,6,31107500,31332500
7563,6,31167500,31332500
7565,6,31237500,31322500
7567,6,31367500,31412500
7568,6,31462500,31507500
7569,6,31462500,31567500
7570,6,31512500,31632500
7571,6,31522500,31557500
7572,6,31647500,31802500
7573,6,32382500,32757500
7574,6,32385000,32675000
7575,6,32385000,32835000
7576,6,32402500,32662500
7577,6,32485000,32545000
7580,6,32845000,32955000
7581,6,32855000,32905000
7582,6,32972500,33217500
7583,6,32982500,33042500
7584,6,33397500,33537500
7585,6,33557500,33672500
7586,6,33735000,34125000
7587,6,33737500,33997500
7588,6,34022500,34127500
7589,6,34217500,34382500
7590,6,34425000,35105000
7591,6,34957500,35107500
7592,6,35265000,35705000
7593,6,35267500,35417500
7594,6,35312500,35417500
7595,6,35492500,35702500
7596,6,35552500,35702500
7597,6,35657500,35692500
7598,6,35992500,36067500
7599,6,35992500,36327500
7600,6,35997500,36162500
7601,6,36092500,36162500
7602,6,36092500,36327500
7603,6,36272500,36327500
7604,6,36582500,36727500
7605,6,36597500,36647500
7606,6,36735000,37175000
7607,6,37017500,37142500
7608,6,37142500,37177500
7611,6,37457500,37662500
7612,6,37465000,37525000
7613,6,37542500,37657500
7614,6,37755000,38465000
7615,6,38002500,38462500
7616,6,38842500,39272500
7617,6,38965000,39275000
7618,6,39132500,39272500
7619,6,39335000,40285000
7620,6,39347500,39862500
7621,6,39947500,40277500
7623,6,40977500,41282500
7624,6,41065000,41285000
7625,6,41337500,41562500
7626,6,41392500,41557500
7627,6,41427500,41562500
7628,6,41572500,41637500
7629,6,41572500,41737500
7630,6,41695000,44215000
7631,6,41752500,42017500
7632,6,41812500,42012500
7633,6,41902500,42012500
7634,6,42042500,42127500
7635,6,42627500,42847500
7636,6,42712500,42847500
7637,6,42745000,43355000
7638,6,42872500,43107500
7639,6,43232500,43367500
7640,6,43232500,43472500
7641,6,43635000,43735000
7642,6,43637500,44047500
7643,6,43692500,43732500
7644,6,43692500,44047500
7645,6,43742500,43972500
7646,6,43742500,44047500
7647,6,44137500,44307500
7648,6,44235000,44305000
7649,6,44237500,44272500
7650,6,44445000,45895000
7651,6,44622500,45682500
7652,6,44622500,45892500
7653,6,46045000,46595000
7654,6,46057500,46377500
7655,6,46187500,46377500
7656,6,46187500,46597500
7657,6,46392500,46597500
7658,6,46815000,47005000
7659,6,47067500,47277500
7660,6,47385000,47745000
7661,6,47597500,47697500
7662,6,47597500,47747500
7663,6,47755000,48735000
7664,6,47757500,49372500
7665,6,49502500,49577500
7666,6,49502500,49812500
7667,6,49587500,49822500
7668,6,50095000,50765000
7669,6,50097500,50567500
7670,6,50782500,51882500
7671,6,50785000,51825000
7672,6,50795000,51215000
7673,6,50795000,51405000
7676,6,51725000,51825000
7677,6,52027500,52097500
7678,6,52027500,52127500
7679,6,52027500,52257500
7680,6,52152500,52527500
7681,6,52155000,52265000
7682,6,52162500,52362500
7683,6,52172500,52257500
7684,6,52282500,52362500
7685,6,52282500,52442500
7686,6,52282500,52527500
7687,6,52285000,52935000
7688,6,52652500,52692500
7689,6,52747500,52927500
7690,6,52862500,52927500
7691,6,53035000,53515000
7692,6,53037500,53277500
7693,6,53037500,53347500
7694,6,53357500,53517500
7695,6,53357500,53597500
7696,6,53845000,54135000
7697,6,53845000,54935000
7698,6,53845000,55105000
7699,6,54585000,54935000
7701,6,55845000,56155000
7702,6,56225000,56725000
7703,6,56227500,56457500
7704,6,56505000,56725000
7705,6,56582500,56712500
7706,6,56632500,56707500
7707,6,56767500,56822500
7708,6,56772500,56887500
7709,6,56772500,57182500
7710,6,56957500,57027500
7714,6,63775000,63975000
7715,6,64062500,64307500
7716,6,64062500,64472500
7717,6,64307500,64472500
7718,6,64632500,65042500
7719,6,64722500,65042500
7721,6,70545000,70825000
7722,6,70932500,71077500
7723,6,71227500,71392500
7724,6,71415000,71665000
7725,6,71417500,71597500
7726,6,71892500,72057500
7727,6,72095000,72795000
7728,6,72097500,72217500
7729,6,72242500,72797500
7731,6,73122500,73842500
7732,6,73122500,73887500
7733,6,73122500,74037500
7734,6,73327500,73842500
7735,6,73337500,73452500
7736,6,74387500,74442500
7737,6,74442500,75922500
7738,6,74565000,75925000
7739,6,74695000,75925000
7740,6,74802500,75912500
7741,6,75125000,75925000
7742,6,75977500,76232500
7743,6,76007500,76227500
7744,6,76075000,76235000
7745,6,76642500,78167500
7749,6,78962500,79042500
7752,6,79795000,80245000
7753,6,80662500,80807500
7755,6,82957500,83767500
7756,6,82975000,83295000
7757,6,83775000,84135000
7758,6,83775000,84225000
7759,6,83932500,84227500
7760,6,84315000,84935000
7761,6,84595000,86035000
7762,6,84602500,84932500
7763,6,85125000,86035000
7764,6,85135000,85835000
7765,6,86062500,86192500
7766,6,86352500,86387500
7767,6,86635000,86895000
7768,6,87845000,88105000
7769,6,88102500,89582500
7770,6,88415000,88505000
7771,6,88542500,88642500
7772,6,88542500,89582500
7773,6,88637500,89492500
7774,6,88637500,89582500
7775,6,88642500,88877500
7776,6,88642500,88947500
7777,6,88885000,89575000
7778,6,89692500,90322500
7780,6,89835000,89945000
7781,6,90082500,90322500
7782,6,90142500,90317500
7783,6,90545000,90995000
7784,6,90647500,91187500
7785,6,90655000,91105000
7786,6,90815000,90995000
7787,6,90815000,91185000
7788,6,90997500,91182500
7790,6,93525000,94135000
7792,6,96025000,96975000
7793,6,96995000,97505000
7794,6,97062500,97347500
7795,6,97077500,97497500
7796,6,97347500,97507500
7797,6,97517500,97842500
7798,6,97632500,97842500
7799,6,97947500,99292500
7800,6,99602500,99687500
7801,6,99775000,100195000
7802,6,99777500,99872500
7803,6,99917500,100192500
7206,6,100037500,100197500
7208,6,100315000,100545000
7209,6,100565000,101105000
7210,6,100567500,100927500
7211,6,100925000,101105000
7214,6,104975000,105225000
7216,6,105132500,105217500
7217,6,105235000,105525000
7218,6,105537500,105872500
7219,6,105537500,106527500
7220,6,105935000,106675000
7221,6,105942500,106092500
7222,6,105942500,106542500
7223,6,106542500,106672500
7224,6,106545000,106975000
7225,6,106785000,107015000
7226,6,106787500,107317500
7227,6,106887500,107312500
7228,6,106897500,107012500
7229,6,107015000,107315000
7230,6,107997500,108167500
7231,6,108005000,108365000
7232,6,108292500,108367500
7233,6,108295000,108845000
7234,6,108435000,108815000
7235,6,108435000,108845000
7236,6,108575000,108815000
7237,6,108862500,109107500
7238,6,108862500,109157500
7239,6,108862500,109387500
7240,6,108865000,109215000
7241,6,109225000,109395000
7242,6,109507500,109707500
7246,6,109775000,111805000
7247,6,109777500,110507500
7248,6,109845000,110715000
7249,6,109847500,110362500
7250,6,110027500,110362500
7251,6,110027500,110717500
7252,6,110375000,110715000
7253,6,110495000,110715000
7254,6,110852500,111272500
7255,6,111002500,111202500
7256,6,111002500,111272500
